,dates,weights
42,2009-05-15,"[0.03943441 0.01729959 0.01520095 0.0412527  0.01638601 0.03840951
 0.04201041 0.03968097 0.01752156 0.03970821 0.03829409 0.04211544
 0.04101482 0.01631224 0.03984509 0.04230824 0.03397758 0.01573345
 0.03066864 0.0413575  0.04086045 0.01932324 0.03687902 0.0159568
 0.01651052 0.03674748 0.03798926 0.0401745  0.03934774 0.01607287
 0.03542642 0.01618028]"
43,2009-05-18,"[0.03760137 0.01760294 0.01587824 0.04105822 0.01622707 0.03906966
 0.04039576 0.0387125  0.01779209 0.04000122 0.04063295 0.04258079
 0.04116383 0.01544089 0.03907729 0.04085904 0.03311861 0.01635503
 0.03245947 0.04120509 0.03929125 0.01802421 0.04166313 0.01522283
 0.01576689 0.03643528 0.03821015 0.04015959 0.04157814 0.01547847
 0.0352268  0.01571117]"
44,2009-05-19,"[0.03886217 0.0175666  0.01690825 0.04140473 0.01645967 0.03808634
 0.0409146  0.03984433 0.01758126 0.04122717 0.03857509 0.04079456
 0.0410114  0.01592302 0.03950043 0.04092266 0.03343743 0.01526611
 0.03051711 0.04094146 0.04273829 0.0186144  0.04043872 0.01600293
 0.01627375 0.03566112 0.03710715 0.03994596 0.04044617 0.01531808
 0.03528292 0.01642617]"
45,2009-05-20,"[0.0394412  0.01782922 0.01660127 0.04176064 0.01649443 0.03838557
 0.04146008 0.04014898 0.01744197 0.04079197 0.03844753 0.04060083
 0.04049211 0.01595622 0.03918682 0.04152365 0.03451396 0.01556501
 0.03074869 0.04109993 0.03984218 0.01924489 0.03919679 0.01526707
 0.01694313 0.03636646 0.03833633 0.03933468 0.03962575 0.01604291
 0.03535636 0.0159534 ]"
46,2009-05-21,"[0.03952837 0.01776941 0.01565723 0.04068125 0.01609004 0.03701868
 0.04667545 0.04017939 0.01756121 0.03876343 0.03896871 0.04242962
 0.04001158 0.01561592 0.03935397 0.04071874 0.03437905 0.01633512
 0.02969124 0.0410763  0.04099394 0.01838446 0.03787395 0.01644415
 0.01600371 0.03672124 0.03881079 0.03914426 0.03992862 0.01541139
 0.03542744 0.01635133]"
47,2009-05-22,"[0.03923245 0.01759266 0.0157875  0.04121638 0.01633593 0.03722734
 0.04004032 0.04030173 0.01769139 0.04071999 0.03814192 0.04150589
 0.04151115 0.01585462 0.03916668 0.0410537  0.03365979 0.01579814
 0.03071001 0.04130199 0.04148909 0.01875709 0.0387885  0.01631776
 0.01677946 0.03738821 0.03759341 0.03997719 0.04034178 0.01619294
 0.03539118 0.01613381]"
48,2009-05-26,"[0.03784768 0.01757483 0.01645665 0.04118445 0.01624295 0.03795047
 0.03997597 0.03961103 0.01767067 0.04111556 0.03865125 0.04191692
 0.04119916 0.01716124 0.03929676 0.04047708 0.03365842 0.01637406
 0.0302087  0.04238643 0.04135602 0.01848245 0.0391718  0.01642651
 0.01613854 0.03700118 0.03838438 0.03912932 0.03937905 0.01602355
 0.03576941 0.01577755]"
49,2009-05-27,"[0.03973486 0.01716013 0.0168955  0.04148401 0.01679255 0.039113
 0.04292376 0.04013716 0.01732579 0.03952244 0.03889685 0.04163704
 0.04098921 0.01475561 0.03923023 0.04091121 0.03398438 0.01535763
 0.0304415  0.04013287 0.0393098  0.01905844 0.04091663 0.01540634
 0.01656118 0.03735774 0.03787865 0.04064331 0.03783326 0.01611612
 0.03539416 0.01609868]"
50,2009-05-28,"[0.03879428 0.01723919 0.01582794 0.04175363 0.01660095 0.03763235
 0.04080725 0.04061186 0.01766554 0.04034014 0.03861801 0.04260658
 0.0417612  0.01576923 0.03974722 0.04160982 0.03335201 0.01671145
 0.03012511 0.04169588 0.04050659 0.01855724 0.0396772  0.01537542
 0.01628145 0.03711371 0.0377768  0.0399124  0.03879724 0.01569389
 0.03535061 0.01568781]"
51,2009-05-29,"[0.03840952 0.01699712 0.01518857 0.0411451  0.01635389 0.03870345
 0.04149554 0.03997791 0.01782    0.04263842 0.0392689  0.04082953
 0.04313728 0.01492991 0.03928078 0.0420716  0.0327629  0.01577253
 0.02990124 0.0411923  0.0403859  0.0183899  0.04014676 0.01590398
 0.01748755 0.03496907 0.03794417 0.03913197 0.04199501 0.01548428
 0.0344163  0.01586865]"
